T,Coxs I,Qki,Qki-1,Qki+1
2292,63.573,62.476,72.882,54.845
2293,56.514,54.845,62.476,48.644
2294,50.381,48.644,54.845,42.873
2295,44.61,42.873,48.644,38.458
2296,39.91,38.458,42.873,34.362
2297,33.69,34.362,38.458,30.504
2298,28.273,30.504,34.362,27.452
2299,25.088,27.452,30.504,25.382
2300,22.657,25.382,27.452,23.301
2301,20.802,23.301,25.382,21.259
2302,19.526,21.259,23.301,19.639
2303,17.698,19.639,21.259,17.874
2304,16.849,17.874,19.639,16.342
2305,14.619,16.342,17.874,14.701
2306,12.984,14.701,16.342,13.286
2307,11.713,13.286,14.701,11.874
2308,10.428,11.874,13.286,10.767
2309,9.727,10.767,11.874,9.608
2310,8.797,9.608,10.767,8.336
2311,7.797,8.336,9.608,7.625
2312,7.321,7.625,8.336,6.85
2313,6.568,6.85,7.625,6.117
2314,5.793,6.117,6.85,5.597
2315,5.215,5.597,6.117,5.125
2316,4.809,5.125,5.597,4.592
2317,4.324,4.592,5.125,3.94
2318,4.044,3.94,4.592,3.334
2319,3.567,3.334,3.94,2.848
2320,3.313,2.848,3.334,2.741
2321,3.398,2.741,2.848,2.786
2322,3.53,2.786,2.741,2.489
2323,3.357,2.489,2.786,1.991
2324,3.255,1.991,2.489,1.545
2325,3.18,1.545,1.991,1.258
2326,3.79,1.258,1.545,1.172
2327,4.081,1.172,1.258,1.175
2328,3.879,1.175,1.172,1.182
2329,3.316,1.182,1.175,1.056
2330,2.88,1.056,1.182,0.813
2331,3.042,0.813,1.056,0.617
2332,2.727,0.617,0.813,0.448
2333,1.959,0.448,0.617,0.328
2334,1.774,0.328,0.448,0.258
2335,1.512,0.258,0.328,0.203
2336,1.375,0.203,0.258,0.165
2337,1.342,0.165,0.203,0.184
2338,1.429,0.184,0.165,0.341
2339,1.957,0.341,0.184,0.336
2340,2.416,0.336,0.341,0.403
2341,3.52,0.403,0.336,0.899
2342,6.572,0.899,0.403,1.086
2343,6.793,1.086,0.899,0.936
2344,7.427,0.936,1.086,0.703
2345,6.138,0.703,0.936,0.502
2346,5.063,0.502,0.703,0.357
2347,4.261,0.357,0.502,4.662
2348,4.001,4.662,0.357,5.55
2349,3.845,5.55,4.662,4.677
2350,3.121,4.677,5.55,3.442
2351,2.363,3.442,4.677,2.365
2352,1.742,2.365,3.442,1.668
2353,1.392,1.668,2.365,1.313
2354,1.2,1.313,1.668,1.002
2355,1.143,1.002,1.313,0.757
2356,1.092,0.757,1.002,0.548
2357,1.048,0.548,0.757,0.338
2358,1.061,0.338,0.548,0.218
2359,1.012,0.218,0.338,0.151
2360,0.945,0.151,0.218,0.121
2361,0.891,0.121,0.151,0.122
2362,0.873,0.122,0.121,0.124
2363,0.806,0.124,0.122,0.123
2364,0.771,0.123,0.124,0.113
2365,0.831,0.113,0.123,0.116
2366,0.817,0.116,0.113,0.093
2367,0.797,0.093,0.116,0.113
2368,0.845,0.113,0.093,0.218
2369,0.856,0.218,0.113,0.158
2370,0.766,0.158,0.218,0.115
2371,0.687,0.115,0.158,0.097
2372,0.628,0.097,0.115,0.083
2373,0.583,0.083,0.097,0.053
2374,0.527,0.053,0.083,0.024
2375,0.467,0.024,0.053,0.006
2376,0.392,0.006,0.024,0
2377,0.291,0,0.006,0
2378,0.234,0,0,0
2379,0.217,0,0,0
2380,0.09,0,0,0.012
2381,0.079,0.012,0,0.069
2382,0.27,0.069,0.012,0.064
2383,0.296,0.064,0.069,0.022
2384,0.183,0.022,0.064,0
2385,0.058,0,0.022,0
2386,31.249,0.072,0,0.057
2387,55.951,0.057,0.072,0.021
2388,73.79,0.021,0.057,0.001
2389,50.746,0.001,0.021,0
2390,37.857,0,0.001,0
2391,28.688,0,0,3.952
2392,23.352,3.952,0,7.176
2393,18.647,7.176,3.952,5.889
2394,14.221,5.889,7.176,4.684
2395,11.002,4.684,5.889,3.28
2396,8.787,3.28,4.684,2.395
2397,6.666,2.395,3.28,1.815
2398,5.267,1.815,2.395,1.399
2399,4.137,1.399,1.815,1.158
2400,3.709,1.158,1.399,0.967
2401,3.513,0.967,1.158,0.761
2402,2.552,0.761,0.967,0.568
2403,2.103,0.568,0.761,0.426
2404,13.666,0.426,0.568,0.352
2405,24.812,0.352,0.426,0.33
2406,16.592,0.33,0.352,0.597
2407,14.25,0.597,0.33,0.565
2408,17.225,0.565,0.597,0.408
2409,24.868,0.408,0.565,0.346
2410,16.412,0.346,0.408,0.318
2411,10.278,0.318,0.346,3.859
2412,6.412,3.859,0.318,8.127
2413,4.312,8.127,3.859,6.037
2414,2.864,6.037,8.127,5.17
2415,3.17,5.17,6.037,4.864
2416,3.215,4.864,5.17,3.767
2417,2.387,3.767,4.864,2.616
2418,1.779,2.616,3.767,1.901
2419,1.459,1.901,2.616,1.48
2420,1.317,1.48,1.901,1.399
2421,1.354,1.399,1.48,256.512
2422,1.42,256.512,1.399,248.561
2423,1.943,248.561,256.512,112.728
2424,136.492,112.728,248.561,75.092
2425,94.391,75.092,112.728,881.267
2426,1430.872,881.267,75.092,1712.031
2427,1862.006,1712.031,881.267,726.553
2428,569.335,726.553,1712.031,381.789
2429,389.495,381.789,726.553,253.033
2430,246.943,253.033,381.789,198.906
2431,209.116,198.906,253.033,166.541
2432,150.749,166.541,198.906,133.498
2433,114.613,133.498,166.541,129.642
2434,98.064,129.642,133.498,114.889
2435,79.669,114.889,129.642,101.449
2436,56.066,101.449,114.889,91.804
2437,54.739,91.804,101.449,109.81
2438,206.054,109.81,91.804,117.309
2439,379.475,117.309,109.81,98.063
2440,333.264,98.063,117.309,117.633
2441,320.658,117.633,98.063,158.778
2442,336.857,158.778,117.633,162.392
2443,378.652,162.392,158.778,149.843
2444,404.743,149.843,162.392,140.745
2445,463.178,140.745,149.843,113.469
2446,364.148,113.469,140.745,142.389
2447,348.807,142.389,113.469,345.906
2448,460.888,345.906,142.389,416.176
2449,558.041,416.176,345.906,328.119
2450,510.432,328.119,416.176,365.362
2451,569.635,365.362,328.119,331.432
2452,528.017,331.432,365.362,248.045
2453,434.382,248.045,331.432,188.655
2454,360.184,188.655,248.045,156.177
2455,317.362,156.177,188.655,131.016
2456,280.388,131.016,156.177,115.199
2457,246.027,115.199,131.016,102.586
2458,214.842,102.586,115.199,96.273
2459,189.247,96.273,102.586,114.229
2460,189.446,114.229,96.273,115.634
2461,183.16,115.634,114.229,108.632
2462,186.412,108.632,115.634,101.364
2463,172.55,101.364,108.632,91.893
2464,150.432,91.893,101.364,82.633
2465,133.879,82.633,91.893,73.376
2466,124.407,73.376,82.633,71.585
2467,112.279,71.585,73.376,68.309
2468,106.682,68.309,71.585,65.367
2469,103.138,65.367,68.309,66.611
2470,93.592,66.611,65.367,66.986
2471,84.411,66.986,66.611,59.195
2472,76.217,59.195,66.986,51.125
2473,68.12,51.125,59.195,46.161
2474,62.091,46.161,51.125,43.132
2475,57.772,43.132,46.161,40.911
2476,54.432,40.911,43.132,40.326
2477,52.728,40.326,40.911,38.521
2478,98.361,38.521,40.326,40.394
2479,127.271,40.394,38.521,55.648
2480,113.254,55.648,40.394,45.718
2481,86.474,45.718,55.648,42.311
2482,79.88,42.311,45.718,42.378
2483,79.371,42.378,42.311,44.361
2484,70.691,44.361,42.378,41.756
2485,62.751,41.756,44.361,38.087
2486,56.463,38.087,41.756,35.192
2487,51.63,35.192,38.087,33.059
2488,48.566,33.059,35.192,31.007
2489,46.791,31.007,33.059,29.175
2490,43.665,29.175,31.007,27.306
2491,41.717,27.306,29.175,26.437
2492,40.009,26.437,27.306,25.824
2493,38.988,25.824,26.437,24.706
2494,36.525,24.706,25.824,23.43
2495,34.69,23.43,24.706,22.846
2496,35.294,22.846,23.43,24.947
2497,41.794,24.947,22.846,29.917
2498,48.055,29.917,24.947,35.84
2499,53.723,35.84,29.917,50.875
2500,67.891,50.875,35.84,54.059
2501,64.532,54.059,50.875,51.679
2502,64.476,51.679,54.059,45.383
2503,60.136,45.383,51.679,45.871
2504,54.669,45.871,45.383,45.477
2505,52.049,45.477,45.871,46.285
2506,48.492,46.285,45.477,43.089
2507,44.317,43.089,46.285,38.427
2508,42.24,38.427,43.089,34.153
2509,40.771,34.153,38.427,31.266
2510,39.601,31.266,34.153,29.286
2511,38.492,29.286,31.266,28.706
2512,38.803,28.706,29.286,34.272
2513,45.666,34.272,28.706,36.369
2514,56.207,36.369,34.272,34.046
2515,50.849,34.046,36.369,34.671
2516,47.034,34.671,34.046,35.728
2517,44.149,35.728,34.671,32.968
2518,42.47,32.968,35.728,31.001
2519,41.507,31.001,32.968,29.313
2520,41.224,29.313,31.001,51.998
2521,97.223,51.998,29.313,89.146
2522,255.08,89.146,51.998,109.418
2523,174.935,109.418,89.146,105.338
2524,134.653,105.338,109.418,82.512
2525,135.707,82.512,105.338,69.619
2526,124.281,69.619,82.512,64.298
2527,104.335,64.298,69.619,61.333
2528,92.282,61.333,64.298,56.695
2529,82.963,56.695,61.333,51.765
2530,76.619,51.765,56.695,47.877
2531,71.525,47.877,51.765,44.718
2532,67.918,44.718,47.877,43.752
2533,66.183,43.752,44.718,42.78
2534,63.099,42.78,43.752,42.49
2535,58.13,42.49,42.78,44.468
2536,54.676,44.468,42.49,43.812
2537,53.181,43.812,44.468,41.294
2538,51.943,41.294,43.812,38.93
2539,50.301,38.93,41.294,37.296
2540,48.963,37.296,38.93,37.402
2541,51.068,37.402,37.296,43.167
2542,90.747,43.167,37.402,78.056
2543,4156.414,78.056,43.167,525.313
2544,4446.912,525.313,78.056,469.637
2545,1635.835,469.637,525.313,334.606
2546,922.363,334.606,469.637,267.722
2547,639.85,267.722,334.606,245.456
2548,530.693,245.456,267.722,2637.546
2549,4203.476,2637.546,245.456,4200.32
2550,7101.957,4200.32,2637.546,4438.006
2551,7161.367,4438.006,4200.32,2216.474
2552,3137.632,2216.474,4438.006,1988.564
2553,3583.283,1988.564,2216.474,2556.755
2554,4112.87,2556.755,1988.564,2394.618
2555,3009.077,2394.618,2556.755,1737.271
2556,2092.772,1737.271,2394.618,1331.64
2557,1546.659,1331.64,1737.271,1031.566
2558,1178.444,1031.566,1331.64,834.901
2559,985.216,834.901,1031.566,1004.47
2560,1257.23,1004.47,834.901,1543.141
2561,1945.076,1543.141,1004.47,1360.518
2562,1521.754,1360.518,1543.141,1473.738
2563,1360.634,1473.738,1360.518,1304.578
2564,1117.905,1304.578,1473.738,1116.277
2565,919.021,1116.277,1304.578,900.072
2566,793.127,900.072,1116.277,783.38
2567,687.371,783.38,900.072,670.931
2568,623.548,670.931,783.38,730.027
2569,606.995,730.027,670.931,812.168
2570,591.921,812.168,730.027,870.747
2571,565.509,870.747,812.168,755.286
2572,514.892,755.286,870.747,693.081
2573,486.271,693.081,755.286,770.651
2574,514.582,770.651,693.081,730.798
2575,503.232,730.798,770.651,662.314
2576,458.639,662.314,730.798,603.001
2577,421.323,603.001,662.314,552.309
2578,393.843,552.309,603.001,499.744
2579,369.4,499.744,552.309,452.346
2580,346.01,452.346,499.744,413.314
2581,325.3,413.314,452.346,384.542
2582,308.575,384.542,413.314,365.762
2583,287.651,365.762,384.542,341.744
2584,267.85,341.744,365.762,318.423
2585,254.563,318.423,341.744,296.339
2586,242.906,296.339,318.423,279.106
2587,231.715,279.106,296.339,261.655
2588,222.9,261.655,279.106,247.221
2589,213.275,247.221,261.655,235.923
2590,204.366,235.923,247.221,224.253
2591,196.065,224.253,235.923,216.312
2592,188.396,216.312,224.253,207.921
2593,179.934,207.921,216.312,198.841
2594,174.665,198.841,207.921,189.756
2595,168.231,189.756,198.841,179.227
2596,161.638,179.227,189.756,169.958
2597,153.23,169.958,179.227,166.487
2598,147.243,166.487,169.958,162.394
2599,142.437,162.394,166.487,164.989
2600,137.478,164.989,162.394,158.624
2601,133.254,158.624,164.989,152.686
2602,130.215,152.686,158.624,145.938
2603,126.512,145.938,152.686,138.608
2604,121.024,138.608,145.938,130.349
2605,114.211,130.349,138.608,122.957
2606,107.794,122.957,130.349,118.566
2607,103.918,118.566,122.957,115.148
2608,100.291,115.148,118.566,112.977
2609,96.951,112.977,115.148,112.366
2610,97.955,112.366,112.977,115.592
2611,98.97,115.592,112.366,116.05
2612,100.605,116.05,115.592,115.33
2613,99.511,115.33,116.05,129.282
2614,110.501,129.282,115.33,282.741
2615,1333.111,282.741,129.282,1093.225
2616,2026.272,1093.225,282.741,752.479
2617,1150.713,752.479,1093.225,599.616
2618,837.575,599.616,752.479,554.251
2619,711.136,554.251,599.616,496.603
2620,613.04,496.603,554.251,439.626
2621,534.014,439.626,496.603,390.325
2622,459.564,390.325,439.626,344.778
2623,398.855,344.778,390.325,310.143
2624,353.673,310.143,344.778,283.372
2625,318.091,283.372,310.143,259.568
2626,290.174,259.568,283.372,242.783
2627,266.132,242.783,259.568,228.941
2628,247.267,228.941,242.783,215.329
2629,230.701,215.329,228.941,202.508
2630,216.486,202.508,215.329,194.979
2631,204.581,194.979,202.508,199.209
2632,216.521,199.209,194.979,236.586
2633,233.749,236.586,199.209,252.324
2634,246.478,252.324,236.586,277.353
2635,291.321,277.353,252.324,252.48
2636,263.135,252.48,277.353,225.251
2637,243.605,225.251,252.48,212.462
2638,227.674,212.462,225.251,205.835
2639,206.565,205.835,212.462,191.415
2640,191.331,191.415,205.835,174.177
2641,178.187,174.177,191.415,161.797
2642,166.349,161.797,174.177,153.76
2643,158.698,153.76,161.797,149.301
2644,150.644,149.301,153.76,146.355
2645,143.899,146.355,149.301,139.986
2646,136.431,139.986,146.355,133.54
2647,131.662,133.54,139.986,129.641
2648,126.766,129.641,133.54,125.068
2649,120.693,125.068,129.641,118.714
2650,115.647,118.714,125.068,112.696
2651,109.173,112.696,118.714,107.108
2652,102.852,107.108,112.696,101.943
2653,99.312,101.943,107.108,97.128
2654,94.249,97.128,101.943,91.19
2655,86.97,91.19,97.128,85.334
2656,80.842,85.334,91.19,79.976
2657,75.425,79.976,85.334,77.1
2658,70.515,77.1,79.976,72.974
2659,65.684,72.974,77.1,67.49
2660,60.149,67.49,72.974,63.461
2661,56.28,63.461,67.49,58.851
2662,52.664,58.851,63.461,56.804
2663,50.682,56.804,58.851,54.442
2664,49.423,54.442,56.804,51.424
2665,48.971,51.424,54.442,50.614
2666,47.864,50.614,51.424,50.334
2667,46.808,50.334,50.614,49.681
2668,46.258,49.681,50.334,47.703
2669,44.288,47.703,49.681,46.548
2670,42.73,46.548,47.703,45.623
2671,41.006,45.623,46.548,42.545
2672,37.906,42.545,45.623,38.816
2673,34.205,38.816,42.545,36.052
2674,32.005,36.052,38.816,33.323
2675,30.574,33.323,36.052,31.015
2676,29.604,31.015,33.323,30.139
2677,28.644,30.139,31.015,29.564
2678,27.74,29.564,30.139,28.467
2679,26.143,28.467,29.564,27.796
2680,25.446,27.796,28.467,29.158
2681,30.275,29.158,27.796,41.109
2682,51.198,41.109,29.158,56.918
2683,61.336,56.918,41.109,53.764
2684,53.097,53.764,56.918,50.799
2685,43.504,50.799,53.764,40.798
2686,36.198,40.798,50.799,34.215
2687,32.262,34.215,40.798,30.457
2688,30.809,30.457,34.215,29.639
2689,37.907,29.639,30.457,54.193
2690,132.997,54.193,29.639,85.025
2691,296.45,85.025,54.193,161.485
2692,239.581,161.485,85.025,137.361
2693,271.034,137.361,161.485,115.119
2694,232.531,115.119,137.361,174.303
2695,317.696,174.303,115.119,408.98
2696,411.778,408.98,174.303,430.249
2697,560.384,430.249,408.98,298.721
2698,410.359,298.721,430.249,212.084
2699,300.353,212.084,298.721,160.833
2700,243.928,160.833,212.084,130.704
2701,207.361,130.704,160.833,111.223
2702,174.212,111.223,130.704,98.253
2703,153.414,98.253,111.223,85.329
2704,140.359,85.329,98.253,81.845
2705,153.503,81.845,85.329,105.14
2706,156.804,105.14,81.845,119.984
2707,136.011,119.984,105.14,156.74
2708,145.587,156.74,119.984,170.658
2709,416.166,170.658,156.74,201.203
2710,1363.23,201.203,170.658,258.567
2711,988.276,258.567,201.203,224.028
2712,649.593,224.028,258.567,177.855
2713,463.13,177.855,224.028,243.232
2714,1116.926,243.232,177.855,432.017
2715,1926.51,432.017,243.232,493.867
2716,1456.607,493.867,432.017,406.647
2717,1599.973,406.647,493.867,311.831
2718,1234.907,311.831,406.647,272.043
2719,1028.39,272.043,311.831,252.982
2720,867.995,252.982,272.043,234.983
2721,973.44,234.983,252.982,209.565
2722,975.608,209.565,234.983,204.058
2723,705.711,204.058,209.565,200.259
2724,573.908,200.259,204.058,208.76
2725,510.407,208.76,200.259,207.17
2726,444.03,207.17,208.76,183.253
2727,384.125,183.253,207.17,168.875
2728,364.354,168.875,183.253,429.112
2729,888.33,429.112,168.875,571.864
2730,1034.881,571.864,429.112,584.119
2731,1027.066,584.119,571.864,429.782
2732,782.105,429.782,584.119,341.982
2733,644.34,341.982,429.782,474.95
2734,627.961,474.95,341.982,439.998
2735,528.167,439.998,474.95,328.365
2736,469.406,328.365,439.998,285.352
2737,453.188,285.352,328.365,323.208
2738,523.021,323.208,285.352,311.025
2739,611.461,311.025,323.208,313.411
2740,672.972,313.411,311.025,327.667
2741,635.028,327.667,313.411,256.108
2742,511.639,256.108,327.667,220.439
2743,432.831,220.439,256.108,202.589
2744,381.37,202.589,220.439,183.478
2745,379.694,183.478,202.589,167.948
2746,338.212,167.948,183.478,151.447
2747,300.744,151.447,167.948,133.371
2748,261.696,133.371,151.447,118.675
2749,228.671,118.675,133.371,105.18
2750,203.589,105.18,118.675,95.224
2751,183.775,95.224,105.18,89.894
2752,174.146,89.894,95.224,89.7
2753,170.291,89.7,89.894,90.088
2754,167.679,90.088,89.7,87.5
2755,158.72,87.5,90.088,81.557
2756,141.537,81.557,87.5,74.678
2757,134.315,74.678,81.557,65.759
2758,124.962,65.759,74.678,59.479
2759,112.779,59.479,65.759,54.946
2760,103.109,54.946,59.479,62.869
2761,113.25,62.869,54.946,137.449
2762,163.374,137.449,62.869,107.668
2763,165.222,107.668,137.449,89.907
2764,145.077,89.907,107.668,77.992
2765,138.644,77.992,89.907,76.799
2766,181.542,76.799,77.992,223.966
2767,901.421,223.966,76.799,492.455
2768,1430.842,492.455,223.966,413.854
2769,1117.515,413.854,492.455,327.46
2770,710.94,327.46,413.854,258.184
2771,506.977,258.184,327.46,206.934
2772,402.981,206.934,258.184,171.71
2773,339.491,171.71,206.934,148.174
2774,303.271,148.174,171.71,131.429
2775,271.144,131.429,148.174,119.267
2776,239.167,119.267,131.429,106.567
2777,215.131,106.567,119.267,97.309
2778,198.231,97.309,106.567,103.654
2779,328.61,103.654,97.309,160.874
2780,527.678,160.874,103.654,145.804
2781,367.041,145.804,160.874,123.763
2782,282.822,123.763,145.804,163.41
2783,432.724,163.41,123.763,419.046
2784,1074.899,419.046,163.41,369.286
2785,765.562,369.286,419.046,311.23
2786,838.142,311.23,369.286,492.829
2787,864.953,492.829,311.23,711.089
2788,1258.396,711.089,492.829,794.712
2789,1615.481,794.712,711.089,555.718
2790,1243.057,555.718,794.712,399.698
2791,834.997,399.698,555.718,322.189
2792,657.306,322.189,399.698,272.389
2793,551.472,272.389,322.189,234.803
2794,470.454,234.803,272.389,203.841
2795,410.548,203.841,234.803,178.988
2796,365.287,178.988,203.841,163.341
2797,338.591,163.341,178.988,150.737
2798,314.381,150.737,163.341,140.779
2799,290.56,140.779,150.737,131.097
2800,267.905,131.097,140.779,123.039
2801,258.635,123.039,131.097,112.31
2802,240.673,112.31,123.039,101.626
2803,219.495,101.626,112.31,90.836
2804,199.369,90.836,101.626,87.005
2805,180.733,87.005,90.836,90.085
2806,175.297,90.085,87.005,126.102
2807,198.387,126.102,90.085,202.289
2808,283.453,202.289,126.102,198.385
2809,274.29,198.385,202.289,164.546
2810,284.431,164.546,198.385,126.694
2811,230.954,126.694,164.546,106.96
2812,191.573,106.96,126.694,95.256
2813,167.428,95.256,106.96,85.623
2814,153.305,85.623,95.256,80.347
2815,142.494,80.347,85.623,91.197
2816,146.414,91.197,80.347,85.399
2817,143.329,85.399,91.197,82.533
2818,130.05,82.533,85.399,79.299
2819,121.468,79.299,82.533,68.551
2820,115.412,68.551,79.299,63.055
2821,112.455,63.055,68.551,57.997
2822,106.123,57.997,63.055,52.501
2823,98.502,52.501,57.997,48.203
2824,91.761,48.203,52.501,44.794
2825,86.718,44.794,48.203,42.436
2826,82.073,42.436,44.794,40.884
2827,78.674,40.884,42.436,39.682
2828,75.577,39.682,40.884,41.012
2829,76.068,41.012,39.682,45.309
2830,84.802,45.309,41.012,60.557
2831,105.57,60.557,45.309,105.303
2832,128.666,105.303,60.557,218.163
2833,371.332,218.163,105.303,284.05
2834,272.766,284.05,218.163,253.095
2835,225.559,253.095,284.05,199.065
2836,176.659,199.065,253.095,150.523
2837,158.78,150.523,199.065,126.401
2838,144.358,126.401,150.523,109.269
2839,127.143,109.269,126.401,94.897
2840,112.055,94.897,109.269,85.005
2841,103.535,85.005,94.897,76.315
2842,94.643,76.315,85.005,69.07
2843,88.376,69.07,76.315,65.256
2844,89.373,58.452,61.395,57.267
2845,87.998,57.267,58.452,58.6
2846,92.43,58.6,57.267,61.21
2847,103.136,61.21,58.6,73.775
2848,127.101,73.775,61.21,105.739
2849,153.581,105.739,73.775,118.14
2850,201.906,118.14,105.739,122.565
2851,268.339,122.565,118.14,136.458
2852,335.321,136.458,122.565,209.86
2853,464.305,209.86,136.458,269.23
2854,507.302,269.23,209.86,237.774
2855,391.938,237.774,269.23,209.947
2856,336.913,209.947,237.774,217.38
2857,303.268,217.38,209.947,222.906
2858,264.816,222.906,217.38,194.514
2859,237.482,194.514,222.906,169.637
2860,216.732,169.637,194.514,150.975
2861,197.719,150.975,169.637,139.966
2862,180.058,139.966,150.975,130.865
2863,167.551,130.865,139.966,122.667
2864,157.055,122.667,130.865,114.93
2865,147.661,114.93,122.667,108.799
2866,140.647,108.799,114.93,104.547
2867,134.478,104.547,108.799,100.39
2868,129.356,100.39,104.547,95.943
2869,125.408,95.943,100.39,91.196
2870,122.095,91.196,95.943,93.698
2871,122.902,93.698,91.196,113.735
2872,131.762,113.735,93.698,95.989
2873,129.27,95.989,113.735,92.726
2874,127.997,92.726,95.989,94.021
2875,128.912,94.021,92.726,96.553
2876,119.996,96.553,94.021,93.731
2877,114.291,93.731,96.553,86.383
2878,106.737,86.383,93.731,81.573
2879,101.013,81.573,86.383,78.805
2880,99.668,78.805,81.573,74.381
2881,96.925,74.381,78.805,71.883
2882,94.224,71.883,74.381,69.911
2883,91.887,69.911,71.883,68.208
2884,90.148,68.208,69.911,66.284
2885,89.263,66.284,68.208,68.54
2886,90.434,68.54,66.284,66.282
2887,97.498,66.282,68.54,65.789
2888,93.612,65.789,66.282,66.645
2889,87.438,66.645,65.789,64.412
2890,85.652,64.412,66.645,70.097
2891,95.6,70.097,64.412,97.66
2892,122.232,97.66,70.097,179.972
2893,277.164,179.972,97.66,362.799
2894,1051.895,362.799,179.972,371.827
2895,612.62,371.827,362.799,287.234
2896,483.598,287.234,371.827,239.961
2897,377.637,239.961,287.234,230.047
2898,359.044,230.047,239.961,230.746
