T,Coxs I,Qki,Qki-1,Qki+1
3067,46.277,58.298,61.609,55.772
3068,41.939,55.772,58.298,54.816
3069,38.7,54.816,55.772,51.293
3070,34.968,51.293,54.816,47.427
3071,30.588,47.427,51.293,49.485
3072,29.432,49.485,47.427,72.744
3073,50.178,72.744,49.485,327.978
3074,352.446,327.978,72.744,546.382
3075,317.973,546.382,327.978,330.913
3076,342.644,330.913,546.382,256.082
3077,238.023,256.082,330.913,207.765
3078,162.238,207.765,256.082,162.079
3079,122.252,162.079,207.765,138.724
3080,96.843,138.724,162.079,125.615
3081,79.773,125.615,138.724,117.955
3082,71.148,117.955,125.615,104.405
3083,64.206,104.405,117.955,97.779
3084,59.029,97.779,104.405,94.193
3085,58.535,94.193,97.779,93.184
3086,59.56,93.184,94.193,92.156
3087,55.127,92.156,93.184,87.646
3088,49.65,87.646,92.156,80.726
3089,51.88,80.726,87.646,79.737
3090,59.567,79.737,80.726,90.233
3091,53.249,90.233,79.737,67.808
3092,42.425,67.808,90.233,54.292
3093,35.563,54.292,67.808,46.633
3094,29.479,46.633,54.292,42.619
3095,27.371,42.619,46.633,39.517
3096,26.266,39.517,42.619,36.31
3097,25.731,36.31,39.517,34.002
3098,23.727,34.002,36.31,32.864
3099,21.044,32.864,34.002,31.272
3100,17.802,31.272,32.864,31.024
3101,17.36,31.024,31.272,28.887
3102,16.757,28.887,31.024,26.65
3103,18.578,26.65,28.887,29.742
3104,21.551,29.742,26.65,31.752
3105,20.955,31.752,29.742,37.187
3106,19.109,37.187,31.752,33.756
3107,16.169,33.756,37.187,28.981
3108,12.499,28.981,33.756,23.997
3109,24.431,23.997,28.981,19.988
3110,24.604,19.988,23.997,16.261
3111,19.646,16.261,19.988,12.64
3112,14.84,12.64,16.261,9.909
3113,11.895,9.909,12.64,9.478
3114,10.416,9.478,9.909,8.452
3115,8.434,8.452,9.478,7.465
3116,7.071,7.465,8.452,6.899
3117,5.878,6.899,7.465,5.625
3118,4.668,5.625,6.899,5.035
3119,4.03,5.035,5.625,4.851
3120,3.6,4.851,5.035,4.103
3121,2.833,4.103,4.851,3.637
3122,2.357,3.637,4.103,3.109
3123,2.164,3.109,3.637,2.437
3124,2.013,2.437,3.109,1.557
3125,1.616,1.557,2.437,1.114
3126,1.44,1.114,1.557,0.799
3127,1.252,0.799,1.114,0.612
3128,1.123,0.612,0.799,0.413
3129,1.08,0.413,0.612,0.312
3130,1.055,0.312,0.413,0.202
3131,1.024,0.202,0.312,0.215
3132,0.986,0.215,0.202,0.164
3133,0.97,0.164,0.215,0.158
3134,0.951,0.158,0.164,0.287
3135,0.958,0.287,0.158,3.145
3136,1.687,3.145,0.287,6.858
3137,8.527,6.858,3.145,26.761
3138,111.846,26.761,6.858,164.114
3139,417.968,164.114,26.761,235.506
3140,436.125,235.506,164.114,265.717
3141,462.611,265.717,235.506,236.911
3142,409.842,236.911,265.717,182.483
3143,277.805,182.483,236.911,132.993
3144,213.967,132.993,182.483,103.806
3145,217.587,103.806,132.993,87.632
3146,172.935,87.632,103.806,78.592
3147,142.918,78.592,87.632,70.519
3148,131.948,70.519,78.592,61.688
3149,106.763,61.688,70.519,51.772
3150,88.893,51.772,61.688,44.341
3151,75.28,44.341,51.772,37.716
3152,64.768,37.716,44.341,33.528
3153,56.767,33.528,37.716,30.588
3154,51.373,30.588,33.528,27.323
3155,47.351,27.323,30.588,24.629
3156,42.244,24.629,27.323,21.647
3157,37.634,21.647,24.629,19.369
3158,33.371,19.369,21.647,18.308
3159,30.585,18.308,19.369,17.727
3160,31.461,17.727,18.308,18.386
3161,30.291,18.386,17.727,19.435
3162,29.263,19.435,18.386,19.479
3163,32.279,19.479,19.435,21.884
3164,37.452,21.884,19.479,22.907
3165,39.131,22.907,21.884,22.31
3166,40.149,22.31,22.907,23.756
3167,39.959,23.756,22.31,22.683
3168,39.826,22.683,23.756,24.343
3169,32.048,24.343,22.683,26.453
3170,27.802,26.453,24.343,23.934
3171,33.098,23.934,26.453,19.798
3172,31.234,19.798,23.934,16.806
3173,27.992,16.806,19.798,12.892
3174,25.602,12.892,16.806,11.08
3175,24.683,11.08,12.892,13.001
3176,24.726,13.001,11.08,13.562
3177,25.947,13.562,13.001,10.823
3178,24.007,10.823,13.562,10.27
3179,21.795,10.27,10.823,9.47
3180,19.244,9.47,10.27,8.651
3181,17.598,8.651,9.47,11.248
3182,24.324,11.248,8.651,26.398
3183,397.045,26.398,11.248,663.562
3184,2229.675,663.562,26.398,736.478
3185,1340.43,736.478,663.562,752.41
3186,912.524,752.41,736.478,580.212
3187,646.91,580.212,752.41,415.629
3188,488.149,415.629,580.212,312.122
3189,395.466,312.122,415.629,240.862
3190,319.419,240.862,312.122,184.74
3191,266.84,184.74,240.862,157.815
3192,229.604,157.815,184.74,140.662
3193,205.553,140.662,157.815,132.334
3194,195.279,132.334,140.662,129.871
3195,193.317,129.871,132.334,193.366
3196,289.468,193.366,129.871,208.085
3197,299.102,208.085,193.366,180.663
3198,237.715,180.663,208.085,144.464
3199,214.391,144.464,180.663,123.353
3200,195.106,123.353,144.464,110.32
3201,174.141,110.32,123.353,101.579
3202,161.101,101.579,110.32,99.334
3203,159.139,99.334,101.579,122.08
3204,206.356,122.08,99.334,186.418
3205,318.855,186.418,122.08,208.816
3206,305.667,208.816,186.418,186.277
3207,279.919,186.277,208.816,166.178
3208,261.516,166.178,186.277,156.97
3209,234.852,156.97,166.178,152.298
3210,214.819,152.298,156.97,153.259
3211,196.313,153.259,152.298,146.628
3212,177.826,146.628,153.259,140.458
3213,166.576,140.458,146.628,130.146
3214,154.501,130.146,140.458,120.825
3215,144.476,120.825,130.146,113.144
3216,136.23,113.144,120.825,106.092
3217,128.329,106.092,113.144,99.38
3218,123.558,99.38,106.092,93.756
3219,117.778,93.756,99.38,88.828
3220,110.163,88.828,93.756,83.605
3221,104.604,83.605,88.828,80.015
3222,99.824,80.015,83.605,77.368
3223,98.73,77.368,80.015,75.785
3224,94.215,75.785,77.368,73.785
3225,89.524,73.785,75.785,69.932
3226,85.397,69.932,73.785,65.886
3227,80.759,65.886,69.932,62.452
3228,76.736,62.452,65.886,61.009
3229,74.224,61.009,62.452,60.356
3230,72.354,60.356,61.009,60.809
3231,71.611,60.809,60.356,123.128
3232,117.9,123.128,60.809,1160.085
3233,1364.173,1160.085,123.128,1652.451
3234,2166.853,1652.451,1160.085,3497.118
3235,7458.963,3497.118,1652.451,3232.159
3236,6424.275,3232.159,3497.118,2007.27
3237,3187.926,2007.27,3232.159,1395.163
3238,2004.719,1395.163,2007.27,1081.795
3239,1450.619,1081.795,1395.163,1084.864
3240,1246.897,1084.864,1081.795,884.79
3241,965.386,884.79,1084.864,729.412
3242,802.994,729.412,884.79,658.387
3243,744.824,658.387,729.412,792.621
3244,849.645,792.621,658.387,750.348
3245,778.179,750.348,792.621,717.265
3246,839.618,717.265,750.348,803.216
3247,889.747,803.216,717.265,755.173
3248,868.615,755.173,803.216,675.743
3249,765.462,675.743,755.173,598.827
3250,666.456,598.827,675.743,537.449
3251,588.081,537.449,598.827,484.693
3252,519.535,484.693,537.449,463.59
3253,498.146,463.59,484.693,480.296
3254,447.369,480.296,463.59,427.525
3255,405.33,427.525,480.296,390.473
3256,378.155,390.473,427.525,357.919
3257,348.088,357.919,390.473,326.155
3258,325.402,326.155,357.919,303.973
3259,301.394,303.973,326.155,280.968
3260,282.023,280.968,303.973,269.815
3261,277.272,269.815,280.968,273.081
3262,276.695,273.081,269.815,274.855
3263,273.604,274.855,273.081,279.082
3264,290.732,279.082,274.855,305.652
3265,327.458,305.652,279.082,329.62
3266,325.025,329.62,305.652,305.94
3267,325.813,305.94,329.62,295.404
3268,316.996,295.404,305.94,284.927
3269,283.169,284.927,295.404,266.103
3270,266.192,266.103,284.927,252.901
3271,253.596,252.901,266.103,243.275
3272,242.102,243.275,252.901,235.46
3273,229.105,235.46,243.275,224.284
3274,215.198,224.284,235.46,216.369
3275,203.56,216.369,224.284,212.364
3276,197.71,212.364,216.369,230.358
3277,196.891,230.358,212.364,257.968
3278,184.723,257.968,230.358,235.033
3279,177.282,235.033,257.968,217.852
3280,175.595,217.852,235.033,208.314
3281,170.979,208.314,217.852,210.401
3282,177.674,210.401,208.314,219.481
3283,183.758,219.481,210.401,220.822
3284,181.433,220.822,219.481,209.259
3285,175.064,209.259,220.822,197.734
3286,170.601,197.734,209.259,207.148
3287,173.061,207.148,197.734,232.337
3288,166.308,232.337,207.148,231.498
3289,183.686,231.498,232.337,224.962
3290,178.824,224.962,231.498,214.179
3291,166.007,214.179,224.962,202.016
3292,159.558,202.016,214.179,194.394
3293,152.856,194.394,202.016,185.893
3294,146.632,185.893,194.394,175.655
3295,141.612,175.655,185.893,196.995
3296,180.147,196.995,175.655,327.924
3297,198.739,327.924,196.995,302.01
3298,181.581,302.01,327.924,264.552
3299,175.517,264.552,302.01,253.631
3300,181.832,253.631,264.552,274.931
3301,168.539,274.931,253.631,249.035
3302,155.753,249.035,274.931,230.357
3303,152.772,230.357,249.035,218.634
3304,149.705,218.634,230.357,211.902
3305,142.035,211.902,218.634,210.876
3306,134.922,210.876,211.902,196.715
3307,129.543,196.715,210.876,185.164
3308,125.391,185.164,196.715,176.184
3309,120.644,176.184,185.164,169.137
3310,117.553,169.137,176.184,161.744
3311,115.178,161.744,169.137,154.727
3312,111.378,154.727,161.744,150.248
3313,108.431,150.248,154.727,145.026
3314,105.784,145.026,150.248,140.729
3315,105.094,140.729,145.026,139.332
3316,111.365,139.332,140.729,144.456
3317,108.692,144.456,139.332,137.859
3318,102.891,137.859,144.456,129.612
3319,100.007,129.612,137.859,122.975
3320,99.445,122.975,129.612,117.081
3321,93.765,117.081,122.975,114.37
3322,89.738,114.37,117.081,112.349
3323,86.424,112.349,114.37,106.945
3324,84.307,106.945,112.349,103.019
3325,81.253,103.019,106.945,103.162
3326,80.521,103.162,103.019,109.814
3327,82.748,109.814,103.162,123.767
3328,82.165,123.767,109.814,116.009
3329,96.023,116.009,123.767,147.84
3330,98.129,147.84,116.009,136.892
3331,88.163,136.892,147.84,113.045
3332,89.009,113.045,136.892,104.091
3333,93.39,104.091,113.045,103.461
3334,97.946,103.461,104.091,127.523
3335,94.934,127.523,103.461,135.701
3336,85.667,135.701,127.523,115.47
3337,84.328,115.47,135.701,107.431
3338,93.017,107.431,115.47,105.289
3339,91.536,105.289,107.431,108.223
3340,89.484,108.223,105.289,115.641
3341,82.28,115.641,108.223,107.109
3342,79.845,107.109,115.641,100.904
3343,91.689,100.904,107.109,110.655
3344,92.344,110.655,100.904,125.017
3345,81.057,125.017,110.655,109.301
3346,74.796,109.301,125.017,100.34
3347,72.029,100.34,109.301,90.721
3348,68.11,90.721,100.34,83.159
3349,64.405,83.159,90.721,77.028
3350,60.869,77.028,83.159,72.518
3351,58.671,72.518,77.028,70.276
3352,57.308,70.276,72.518,69.019
3353,54.353,69.019,70.276,68.655
3354,53.22,68.655,69.019,70.339
3355,50.883,70.339,68.655,69.755
3356,50.62,69.755,70.339,69.502
3357,52.281,69.502,69.755,89.56
3358,67.924,89.56,69.502,200.84
3359,75.392,200.84,89.56,184.664
3360,66.801,184.664,200.84,137.069
3361,71.272,137.069,184.664,115.693
3362,79.675,115.693,137.069,107.639
3363,74.647,107.639,115.693,118.014
3364,63.941,118.014,107.639,112.374
3365,57.149,112.374,118.014,97.039
3366,51.654,97.039,112.374,86.901
3367,47.818,86.901,97.039,85.98
3368,49.565,85.98,86.901,87.105
3369,56.929,87.105,85.98,118.79
3370,83.24,118.79,87.105,135.837
3371,101.294,135.837,118.79,121.579
3372,91.95,121.579,135.837,111.367
3373,86.715,111.367,121.579,104.564
3374,79.04,104.564,111.367,109.556
3375,70.855,109.556,104.564,99.046
3376,65.075,99.046,109.556,91.478
3377,64.467,91.478,99.046,86.135
3378,62.052,86.135,91.478,84.141
3379,57.1,84.141,86.135,84.008
3380,55.496,84.008,84.141,89.114
3381,56.276,89.114,84.008,101.256
3382,54.837,101.256,89.114,96.066
3383,51.488,96.066,101.256,81.615
3384,49.141,81.615,96.066,71.301
3385,47.848,71.301,81.615,64.761
3386,45.285,64.761,71.301,59.996
3387,42.211,59.996,64.761,54.792
3388,39.483,54.792,59.996,50.227
3389,36.191,50.227,54.792,50.16
3390,36.401,50.16,50.227,55.42
3391,42.47,55.42,50.16,64.878
3392,83.072,64.878,55.42,129.05
3393,139.68,129.05,64.878,118.166
3394,125.919,118.166,129.05,98.793
3395,95.166,98.793,118.166,89.484
3396,84.127,89.484,98.793,85.268
3397,78.046,85.268,89.484,73.251
3398,68.024,73.251,85.268,62.622
3399,61.275,62.622,73.251,55.523
3400,54.768,55.523,62.622,50.572
3401,49.091,50.572,55.523,48.054
3402,50.111,48.054,50.572,52.253
3403,53.771,52.253,48.054,51.433
3404,68.556,51.433,52.253,52.181
3405,63.745,52.181,51.433,50.502
3406,54.11,50.502,52.181,45.313
3407,47.528,45.313,50.502,39.144
3408,42.287,39.144,45.313,34.961
3409,38.86,34.961,39.144,32.265
3410,37.504,32.265,34.961,28.756
3411,35.511,28.756,32.265,26.219
3412,33.58,26.219,28.756,25.24
3413,29.137,25.24,26.219,24.33
3414,24.759,24.33,25.24,21.33
3415,23.067,21.33,24.33,19.289
3416,21.218,19.289,21.33,18.235
3417,20.091,18.235,19.289,14.303
3418,17.953,14.303,18.235,12.083
3419,15.403,12.083,14.303,12.124
3420,16.729,12.124,12.083,11.589
3421,17.842,11.589,12.124,11.342
3422,20.005,11.342,11.589,11.43
3423,20.072,11.43,11.342,12.162
3424,14.951,12.162,11.43,14.276
3425,12.234,14.276,12.162,13.576
3426,11.858,13.576,14.276,23.878
3427,13.162,23.878,13.576,23.411
3428,14.223,23.411,23.878,16.91
3429,24.396,16.91,23.411,11.376
3430,16.317,11.376,16.91,10.196
3431,11.016,10.196,11.376,10.867
3432,8.938,10.867,10.196,9.53
3433,7.307,9.53,10.867,6.976
3434,5.615,6.976,9.53,5.498
3435,4.358,5.498,6.976,4.343
3436,3.624,4.343,5.498,3.054
3437,2.885,3.054,4.343,1.987
3438,2.354,1.987,3.054,1.24
3439,1.881,1.24,1.987,0.888
3440,1.561,0.888,1.24,0.725
3441,1.711,0.725,0.888,0.486
3442,1.494,0.486,0.725,0.373
3443,1.254,0.373,0.486,0.359
3444,1.171,0.359,0.373,0.275
3445,1.329,0.275,0.359,0.203
3446,1.727,0.203,0.275,0.26
3447,1.887,0.26,0.203,0.205
3448,2.275,0.205,0.26,0.157
3449,3.839,0.157,0.205,0.128
3450,3.142,0.128,0.157,0.269
3451,3.29,0.269,0.128,0.493
3452,8.379,0.493,0.269,0.406
3453,18.16,0.406,0.493,32.116
3454,86.241,32.116,0.406,154.051
3455,175.506,154.051,32.116,161.632
3456,86.377,161.632,154.051,97.414
3457,55.898,97.414,161.632,62.027
3458,44.528,62.027,97.414,48.713
3459,40.288,48.713,62.027,44.955
3460,45.666,44.955,48.713,44.243
3461,55.33,44.243,44.955,52.482
3462,52.663,52.482,44.243,49.31
3463,48.819,49.31,52.482,41.57
3464,41.232,41.57,49.31,37.513
3465,37.992,37.513,41.57,30.742
3466,31.088,30.742,37.513,25.492
3467,26.129,25.492,30.742,20.255
3468,22.127,20.255,25.492,16.025
3469,18.758,16.025,20.255,12.763
3470,14.109,12.763,16.025,19.049
3471,13.426,19.049,12.763,27.12
3472,10.338,27.12,19.049,32.17
3473,10.699,32.17,27.12,45.338
3474,21.866,45.338,32.17,48.8
3475,30.345,48.8,45.338,36.663
3476,29.999,36.663,48.8,25.883
3477,21.867,25.883,36.663,23.075
3478,14.511,23.075,25.883,17.967
3479,9.949,17.967,23.075,12.205
3480,7.124,12.205,17.967,9.002
3481,5.593,9.002,12.205,7.596
3482,4.845,7.596,9.002,6.131
3483,3.681,6.131,7.596,7.009
3484,5.978,7.009,6.131,22.551
3485,11.786,22.551,7.009,28.568
3486,16.724,28.568,22.551,30.154
3487,68.649,30.154,28.568,23.822
3488,50.101,23.822,30.154,20.545
3489,34.614,20.545,23.822,16.882
3490,27.233,16.882,20.545,26.103
3491,36.656,26.103,16.882,634.382
3492,690.863,634.382,26.103,1316.468
3493,1879.931,1316.468,634.382,5161.151
3494,7344.815,5161.151,1316.468,2901.205
3495,6046.894,2901.205,5161.151,4091.089
3496,7589.409,4091.089,2901.205,2424.022
3497,3834.212,2424.022,4091.089,1324.862
3498,2309.91,1324.862,2424.022,891.141
3499,1417.448,891.141,1324.862,1087.176
3500,1045.833,1087.176,891.141,800.465
3501,940.272,800.465,1087.176,1148.904
3502,1147.794,1148.904,800.465,2176.16
3503,1177.574,2176.16,1148.904,1561.305
3504,902.143,1561.305,2176.16,1017.485
3505,724.532,1017.485,1561.305,704.747
3506,579.359,704.747,1017.485,537.234
3507,486.668,537.234,704.747,440.592
3508,422.445,440.592,537.234,364.555
3509,366.486,364.555,440.592,302.666
3510,317.082,302.666,364.555,254.809
3511,275.851,254.809,302.666,224.994
3512,251.306,224.994,254.809,201.373
3513,234.033,201.373,224.994,180.586
3514,210.046,180.586,201.373,162.393
3515,192.866,162.393,180.586,152.478
3516,175.867,152.478,162.393,169.272
3517,168.796,169.272,152.478,165.447
3518,193.502,165.447,169.272,177.307
3519,198.217,177.307,165.447,163.142
3520,168.684,163.142,177.307,143.412
3521,164.604,143.412,163.142,155.324
3522,197.645,155.324,143.412,162.183
3523,190.079,162.183,155.324,214.854
3524,250.848,214.854,162.183,218.484
3525,218.817,218.484,214.854,190.947
3526,186.909,190.947,218.484,170.789
3527,180.297,170.789,190.947,154.914
3528,170.468,154.914,170.789,140.181
3529,159.564,140.181,154.914,132.488
3530,154.129,132.488,140.181,125.828
3531,150.731,125.828,132.488,118.918
3532,142.674,118.918,125.828,109.774
3533,131.866,109.774,118.918,98.907
3534,121.795,98.907,109.774,89.387
3535,114.058,89.387,98.907,80.859
3536,105.637,80.859,89.387,74.194
3537,103.163,74.194,80.859,68.171
3538,96.986,68.171,74.194,63.895
3539,91.213,63.895,68.171,59.384
3540,85.32,59.384,63.895,55.183
3541,80.614,55.183,59.384,53.037
3542,78.459,53.037,55.183,51.203
3543,73.993,51.203,53.037,52.455
3544,71.336,52.455,51.203,103.795
3545,92.62,103.795,52.455,227.208
3546,207.218,227.208,103.795,621.796
3547,401.312,621.796,227.208,569.231
3548,377.34,569.231,621.796,389.156
3549,271.469,389.156,569.231,292.096
3550,234.547,292.096,389.156,241.376
3551,218.85,241.376,292.096,211.213
3552,195.584,211.213,241.376,192.843
3553,175.544,192.843,211.213,189.526
3554,177.867,189.526,192.843,194.924
3555,192.61,194.924,189.526,203.417
3556,177.738,203.417,194.924,182.426
3557,161.488,182.426,203.417,161.596
3558,149.687,161.596,182.426,148.101
3559,138.45,148.101,161.596,140.319
3560,130.026,140.319,148.101,133.472
3561,122.775,133.472,140.319,126.133
3562,114.729,126.133,133.472,119.643
3563,108.4,119.643,126.133,115.046
3564,102.978,115.046,119.643,111.919
3565,98.818,111.919,115.046,104.966
3566,95.19,104.966,111.919,100.494
3567,92.016,100.494,104.966,98.18
3568,88.837,98.18,100.494,93.78
3569,85.489,93.78,98.18,90.36
3570,81.664,90.36,93.78,85.905
3571,78.31,85.905,90.36,88.568
3572,80.911,88.568,85.905,97.805
3573,83.45,97.805,88.568,113.857
3574,78.709,113.857,97.805,110.055
3575,73.604,110.055,113.857,91.617
3576,67.842,91.617,110.055,86.055
3577,65.404,86.055,91.617,83.133
3578,64.246,83.133,86.055,79.945
3579,65.325,79.945,83.133,76.318
3580,63.628,76.318,79.945,73.571
3581,63.677,73.571,76.318,73.051
3582,64.434,73.051,73.571,73.336
3583,69.526,73.336,73.051,79.828
3584,65.919,79.828,73.336,87.732
3585,62.22,87.732,79.828,72.738
3586,59.318,72.738,87.732,66.542
3587,57.061,66.542,72.738,63.895
3588,57.32,63.895,66.542,60.082
3589,53.477,60.082,63.895,55.99
3590,51.979,55.99,60.082,53.173
3591,50.278,53.173,55.99,51.824
3592,49.894,51.824,53.173,51.351
3593,49.773,51.351,51.824,51.086
3594,49.96,51.086,51.351,50.917
3595,50.744,50.917,51.086,51.715
3596,50.595,51.715,50.917,50.375
3597,50.392,50.375,51.715,49.649
3598,50.505,49.649,50.375,53.15
3599,52.019,53.15,49.649,49.414
3600,50.629,49.414,53.15,47.82
3601,50.394,47.82,49.414,50.696
3602,57.221,50.696,47.82,66.539
3603,78.591,66.539,50.696,155.452
3604,263.606,155.452,66.539,277.526
3605,231.339,277.526,155.452,198.217
3606,178.037,198.217,277.526,164.936
3607,177.882,164.936,198.217,170.783
3608,175.95,170.783,164.936,181.09
3609,161.122,181.09,170.783,206.778
3610,157.244,206.778,181.09,191.206
3611,144.947,191.206,206.778,259.717
3612,556.171,259.717,191.206,502.02
3613,639.098,502.02,259.717,443.841
3614,440.853,443.841,502.02,355.492
3615,356.157,355.492,443.841,300.559
3616,300.624,300.559,355.492,262.859
3617,255.274,262.859,300.559,237.154
3618,223.871,237.154,262.859,228.017
3619,200.385,228.017,237.154,213.517
3620,184.677,213.517,228.017,194.551
3621,170.834,194.551,213.517,178.967
3622,160.876,178.967,194.551,167.885
3623,152.305,167.885,178.967,159.832
3624,144.928,159.832,167.885,150.968
3625,138.819,150.968,159.832,150.069
3626,135.059,150.069,150.968,170.07
3627,129.287,170.07,150.069,160.988
3628,119.777,160.988,170.07,146.194
3629,115.646,146.194,160.988,140.066
3630,111.697,140.066,146.194,139.986
3631,118.097,139.986,140.066,163.832
3632,146.51,163.832,139.986,183.636
3633,153.244,183.636,163.832,170.237
3634,138.465,170.237,183.636,171.021
3635,139.72,171.021,170.237,185.095
3636,135.099,185.095,171.021,171.769
3637,132.718,171.769,185.095,162.24
3638,129.409,162.24,171.769,156.122
3639,126.568,156.122,162.24,151.784
3640,121.579,151.784,156.122,148.07
3641,117.875,148.07,151.784,146.131
3642,113.318,146.131,148.07,146.26
3643,110.075,146.26,146.131,142.092
3644,114.126,142.092,146.26,141.239
3645,124.154,141.239,142.092,151.452
3646,115.982,151.452,141.239,142.107
3647,110.057,142.107,151.452,137.051
3648,110.284,137.051,142.107,135.089
3649,109.895,135.089,137.051,131.825
3650,110.407,131.825,135.089,130.385
3651,108.45,130.385,131.825,138.498
3652,131.989,138.498,130.385,349.304
3653,229.772,349.304,138.498,586.704
3654,246.004,586.704,349.304,491.902
3655,254.726,491.902,586.704,405.632
3656,248.279,405.632,491.902,354.351
3657,212.913,354.351,405.632,317.55
3658,190.52,317.55,354.351,287.246
3659,174.124,287.246,317.55,260.315
3660,161.493,260.315,287.246,239.569
3661,152.271,239.569,260.315,224.972
3662,145.484,224.972,239.569,222.99
3663,142.154,222.99,224.972,207.454
3664,147.3,207.454,222.99,202.179
3665,162.095,202.179,207.454,197.703
3666,161.889,197.703,202.179,241.108
3667,244.115,241.108,197.703,302.773
3668,294.462,302.773,241.108,316.545
3669,299.999,316.545,302.773,313.551
3670,322.386,313.551,316.545,359.14
3671,344.958,359.14,313.551,470.786
3672,356.61,470.786,359.14,674.122
3673,339.493,674.122,470.786,581.836
3674,317.499,581.836,674.122,507.611
3675,292.017,507.611,581.836,453.293
3676,270.078,453.293,507.611,403.881
3677,251.678,403.881,453.293,367.468
3678,236.492,367.468,403.881,367.471
3679,263.459,367.471,367.468,699.714
3680,439.071,699.714,367.471,955.137
3681,530.302,955.137,699.714,1596.528
3682,713.194,1596.528,955.137,1223.366
3683,623.713,1223.366,1596.528,934.098
3684,521.191,934.098,1223.366,801.009
3685,454.676,801.009,934.098,731.12
3686,405.942,731.12,801.009,630.915
3687,369.077,630.915,731.12,1207.096
3688,837.544,1207.096,630.915,1694.125
3689,1394.915,1694.125,1207.096,1213.2
3690,890.085,1213.2,1694.125,984.206
3691,689.032,984.206,1213.2,825.213
3692,581.794,825.213,984.206,718.628
3693,523.908,718.628,825.213,655.833
3694,465.743,655.833,718.628,586.487
3695,425.231,586.487,655.833,602.251
3696,410.863,602.251,586.487,724.367
3697,408.905,724.367,602.251,614.152
3698,392.766,614.152,724.367,527.237
3699,346.106,527.237,614.152,485.31
3700,316.441,485.31,527.237,451.735
3701,293.274,451.735,485.31,423.414
3702,279.682,423.414,451.735,412.006
3703,277.002,412.006,423.414,426.988
3704,341.24,426.988,412.006,645.257
3705,500.912,645.257,426.988,842.123
3706,517.776,842.123,645.257,657.973
3707,484.377,657.973,842.123,584.771
3708,409.295,584.771,657.973,524.155
3709,366.307,524.155,584.771,490.602
3710,352.899,490.602,524.155,504.657
3711,339.174,504.657,490.602,470.813
3712,319.711,470.813,504.657,398.974
3713,300.534,398.974,470.813,377.572
3714,287.468,377.572,398.974,400.652
3715,308.565,400.652,377.572,456.318
3716,286.838,456.318,400.652,364.463
3717,279.76,364.463,456.318,327.176
3718,259.622,327.176,364.463,304.627
3719,235.198,304.627,327.176,288.775
3720,220.725,288.775,304.627,271.68
3721,209.285,271.68,288.775,255.326
3722,201.697,255.326,271.68,242.212
3723,194.894,242.212,255.326,232.174
3724,185.478,232.174,242.212,219.5
3725,175.357,219.5,232.174,205.455
3726,165.635,205.455,219.5,194.394
3727,159.055,194.394,205.455,184.659
3728,151.464,184.659,194.394,177.858
3729,142.173,177.858,184.659,168.503
3730,135.526,168.503,177.858,160.796
3731,130.944,160.796,168.503,162.991
3732,132.326,162.991,160.796,236.979
3733,220.484,236.979,162.991,712.157
3734,605.738,712.157,236.979,713.979
3735,713.188,713.979,712.157,507.167
3736,562.951,507.167,713.979,392.093
3737,459.85,392.093,507.167,325.549
3738,381.159,325.549,392.093,282.134
3739,331.997,282.134,325.549,257.326
3740,303.068,257.326,282.134,246.531
3741,290.011,246.531,257.326,248.319
3742,286.966,248.319,246.531,237.198
3743,260.402,237.198,248.319,219.065
3744,243.211,219.065,237.198,213.135
3745,234.514,213.135,219.065,258.52
3746,352.08,258.52,213.135,505.376
3747,354.154,505.376,258.52,399.275
3748,327.56,399.275,505.376,321.013
3749,322.253,321.013,399.275,282.148
3750,286.117,282.148,321.013,256.095
3751,257.403,256.095,282.148,236.486
3752,241.82,236.486,256.095,227.328
3753,227.371,227.328,236.486,252.054
3754,254.509,252.054,227.328,301.636
3755,260.86,301.636,252.054,258.928
3756,245.291,258.928,301.636,231.356
3757,227.266,231.356,258.928,213.838
3758,229.33,213.838,231.356,206.429
3759,220.665,206.429,213.838,198.599
3760,208.004,198.599,206.429,184.351
3761,190.341,184.351,198.599,220.998
3762,199.106,220.998,184.351,1624.75
3763,1056.604,1624.75,220.998,1732.535
3764,815.371,1732.535,1624.75,1141.988
3765,720.46,1141.988,1732.535,1397.37
3766,879.549,1397.37,1141.988,1222.027
3767,795.48,1222.027,1397.37,1059.295
3768,821.664,1059.295,1222.027,867.466
3769,696.17,867.466,1059.295,702.532
3770,597.786,702.532,867.466,597.498
3771,525.445,597.498,702.532,511.567
3772,484.597,511.567,597.498,463.486
3773,612.981,463.486,511.567,404.764
3774,482.437,404.764,463.486,362.37
3775,410.748,362.37,404.764,370.022
3776,400.302,370.022,362.37,472.279
3777,525.106,472.279,370.022,427.893
3778,545.766,427.893,472.279,336.228
3779,486.628,336.228,427.893,308.54
3780,379.731,308.54,336.228,285.319
3781,336.826,285.319,308.54,268.365
3782,295.022,268.365,285.319,240.094
3783,262.559,240.094,268.365,219.508
3784,241.329,219.508,240.094,200.465
3785,221.469,200.465,219.508,187.158
3786,204.467,187.158,200.465,180.456
3787,201.531,180.456,187.158,188.62
3788,262.3,188.62,180.456,197.584
3789,204.08,197.584,188.62,233.85
3790,241.744,233.85,197.584,956.03
3791,652.025,956.03,233.85,6086.279
3792,4979.594,6086.279,956.03,7100.061
3793,7220.463,7100.061,6086.279,3396.088
3794,4219.616,3396.088,7100.061,3729.583
