N,212250_COXS,212260_KOWMUNG
2614,103.918,118.566
2615,100.291,115.148
2616,96.951,112.977
2617,97.955,112.366
2618,98.97,115.592
2619,100.605,116.05
2620,99.511,115.33
2621,110.501,129.282
2622,1333.111,282.741
2623,2026.272,1093.225
2624,1150.713,752.479
2625,837.575,599.616
2626,711.136,554.251
2627,613.04,496.603
2628,534.014,439.626
2629,459.564,390.325
2630,398.855,344.778
2631,353.673,310.143
2632,318.091,283.372
2633,290.174,259.568
2634,266.132,242.783
2635,247.267,228.941
2636,230.701,215.329
2637,216.486,202.508
2638,204.581,194.979
2639,216.521,199.209
2640,233.749,236.586
2641,246.478,252.324
2642,291.321,277.353
2643,263.135,252.48
2644,243.605,225.251
2645,227.674,212.462
2646,206.565,205.835
2647,191.331,191.415
2648,178.187,174.177
2649,166.349,161.797
2650,158.698,153.76
2651,150.644,149.301
2652,143.899,146.355
2653,136.431,139.986
2654,131.662,133.54
2655,126.766,129.641
2656,120.693,125.068
2657,115.647,118.714
2658,109.173,112.696
2659,102.852,107.108
2660,99.312,101.943
2661,94.249,97.128
2662,86.97,91.19
2663,80.842,85.334
2664,75.425,79.976
2665,70.515,77.1
2666,65.684,72.974
2667,60.149,67.49
2668,56.28,63.461
2669,52.664,58.851
2670,50.682,56.804
2671,49.423,54.442
2672,48.971,51.424
2673,47.864,50.614
2674,46.808,50.334
2675,46.258,49.681
2676,44.288,47.703
2677,42.73,46.548
2678,41.006,45.623
2679,37.906,42.545
2680,34.205,38.816
2681,32.005,36.052
2682,30.574,33.323
2683,29.604,31.015
2684,28.644,30.139
2685,27.74,29.564
2686,26.143,28.467
2687,25.446,27.796
2688,30.275,29.158
2689,51.198,41.109
2690,61.336,56.918
2691,53.097,53.764
2692,43.504,50.799
2693,36.198,40.798
2694,32.262,34.215
2695,30.809,30.457
2696,37.907,29.639
2697,132.997,54.193
2698,296.45,85.025
2699,239.581,161.485
2700,271.034,137.361
2701,232.531,115.119
2702,317.696,174.303
2703,411.778,408.98
2704,560.384,430.249
2705,410.359,298.721
2706,300.353,212.084
2707,243.928,160.833
2708,207.361,130.704
2709,174.212,111.223
2710,153.414,98.253
2711,140.359,85.329
2712,153.503,81.845
2713,156.804,105.14
2714,136.011,119.984
2715,145.587,156.74
2716,416.166,170.658
2717,1363.23,201.203
2718,988.276,258.567
2719,649.593,224.028
2720,463.13,177.855
2721,1116.926,243.232
2722,1926.51,432.017
2723,1456.607,493.867
2724,1599.973,406.647
2725,1234.907,311.831
2726,1028.39,272.043
2727,867.995,252.982
2728,973.44,234.983
2729,975.608,209.565
2730,705.711,204.058
2731,573.908,200.259
2732,510.407,208.76
2733,444.03,207.17
2734,384.125,183.253
2735,364.354,168.875
2736,888.33,429.112
2737,1034.881,571.864
2738,1027.066,584.119
2739,782.105,429.782
2740,644.34,341.982
2741,627.961,474.95
2742,528.167,439.998
2743,469.406,328.365
2744,453.188,285.352
2745,523.021,323.208
2746,611.461,311.025
2747,672.972,313.411
2748,635.028,327.667
2749,511.639,256.108
2750,432.831,220.439
2751,381.37,202.589
2752,379.694,183.478
2753,338.212,167.948
2754,300.744,151.447
2755,261.696,133.371
2756,228.671,118.675
2757,203.589,105.18
2758,183.775,95.224
2759,174.146,89.894
2760,170.291,89.7
2761,167.679,90.088
2762,158.72,87.5
2763,141.537,81.557
2764,134.315,74.678
2765,124.962,65.759
2766,112.779,59.479
2767,103.109,54.946
2768,113.25,62.869
2769,163.374,137.449
2770,165.222,107.668
2771,145.077,89.907
2772,138.644,77.992
2773,181.542,76.799
2774,901.421,223.966
2775,1430.842,492.455
2776,1117.515,413.854
2777,710.94,327.46
2778,506.977,258.184
2779,402.981,206.934
2780,339.491,171.71
2781,303.271,148.174
2782,271.144,131.429
2783,239.167,119.267
2784,215.131,106.567
2785,198.231,97.309
2786,328.61,103.654
2787,527.678,160.874
2788,367.041,145.804
2789,282.822,123.763
2790,432.724,163.41
2791,1074.899,419.046
2792,765.562,369.286
2793,838.142,311.23
2794,864.953,492.829
2795,1258.396,711.089
2796,1615.481,794.712
2797,1243.057,555.718
2798,834.997,399.698
2799,657.306,322.189
2800,551.472,272.389
2801,470.454,234.803
2802,410.548,203.841
2803,365.287,178.988
2804,338.591,163.341
2805,314.381,150.737
2806,290.56,140.779
2807,267.905,131.097
2808,258.635,123.039
2809,240.673,112.31
2810,219.495,101.626
2811,199.369,90.836
2812,180.733,87.005
2813,175.297,90.085
2814,198.387,126.102
2815,283.453,202.289
2816,274.29,198.385
2817,284.431,164.546
2818,230.954,126.694
2819,191.573,106.96
2820,167.428,95.256
2821,153.305,85.623
2822,142.494,80.347
2823,146.414,91.197
2824,143.329,85.399
2825,130.05,82.533
2826,121.468,79.299
2827,115.412,68.551
2828,112.455,63.055
2829,106.123,57.997
2830,98.502,52.501
2831,91.761,48.203
2832,86.718,44.794
2833,82.073,42.436
2834,78.674,40.884
2835,75.577,39.682
2836,76.068,41.012
2837,84.802,45.309
2838,105.57,60.557
2839,128.666,105.303
2840,371.332,218.163
2841,272.766,284.05
2842,225.559,253.095
2843,176.659,199.065
2844,158.78,150.523
2845,144.358,126.401
2846,127.143,109.269
2847,112.055,94.897
2848,103.535,85.005
2849,94.643,76.315
2850,88.376,69.07
2851,89.373,58.452
2852,87.998,57.267
2853,92.43,58.6
2854,103.136,61.21
2855,127.101,73.775
2856,153.581,105.739
2857,201.906,118.14
2858,268.339,122.565
2859,335.321,136.458
2860,464.305,209.86
2861,507.302,269.23
2862,391.938,237.774
2863,336.913,209.947
2864,303.268,217.38
2865,264.816,222.906
2866,237.482,194.514
2867,216.732,169.637
2868,197.719,150.975
2869,180.058,139.966
2870,167.551,130.865
2871,157.055,122.667
2872,147.661,114.93
2873,140.647,108.799
2874,134.478,104.547
2875,129.356,100.39
2876,125.408,95.943
2877,122.095,91.196
2878,122.902,93.698
2879,131.762,113.735
2880,129.27,95.989
2881,127.997,92.726
2882,128.912,94.021
2883,119.996,96.553
2884,114.291,93.731
2885,106.737,86.383
2886,101.013,81.573
2887,99.668,78.805
2888,96.925,74.381
2889,94.224,71.883
2890,91.887,69.911
2891,90.148,68.208
2892,89.263,66.284
2893,90.434,68.54
2894,97.498,66.282
2895,93.612,65.789
2896,87.438,66.645
2897,85.652,64.412
2898,95.6,70.097
2899,122.232,97.66
2900,277.164,179.972
2901,1051.895,362.799
2902,612.62,371.827
2903,483.598,287.234
2904,377.637,239.961
2905,359.044,230.047
2906,350.966,230.746
2907,363.324,228.927
2908,340.837,229.533
2909,321.56,229.617
2910,298.617,223.775
2911,276.055,212.908
2912,258.743,199.123
2913,247.257,192.5
2914,236.639,187.339
2915,226.011,177.28
2916,226.72,173.935
2917,225.658,171.949
2918,212.16,164.482
2919,210.407,156.437
2920,194.473,146.857
2921,181.533,139.95
2922,168.431,132.936
2923,157.577,126.164
2924,150.525,121.319
2925,146.476,117.866
2926,141.177,114.27
2927,134.993,109.186
2928,130.155,103.305
2929,125.22,102.263
2930,122.241,101.016
2931,123.628,99.64
2932,126.928,100.118
2933,122.25,99.684
2934,135.128,99.846
2935,143.631,111.391
2936,130.006,129.947
2937,129.763,113.068
2938,129.853,110.25
2939,121.14,113.403
2940,114.37,111.734
2941,109.105,104.873
2942,104.49,99.558
2943,101.421,95.577
2944,97.825,91.674
2945,93.757,87.505
2946,92.108,86.6
2947,104.622,93.073
2948,117.595,110.254
2949,103.853,148.307
2950,102.585,119.266
2951,112.889,109.678
2952,111.968,110.146
2953,103.058,106.866
2954,97.975,101.832
2955,95.893,98.139
2956,94.632,99.238
2957,90.476,97.74
2958,89.092,92.41
2959,110.16,100.828
2960,112.422,142.453
2961,101.255,155.069
2962,104.567,131.683
2963,106.91,124.008
2964,103.52,127.669
2965,100.687,146.895
2966,96.391,154.19
2967,92.953,149.724
2968,92.067,146.057
2969,91.559,142.758
2970,89.385,146.459
2971,87.023,146.91
2972,84.316,143.072
2973,81.395,136.154
2974,78.911,137.25
2975,76.708,141.062
2976,74.595,132.681
2977,74.112,125.718
2978,72.726,122.383
2979,71.41,118.833
2980,75.782,120.435
2981,78.208,138.851
2982,73.053,144
2983,69.974,128.942
2984,67.629,118.828
2985,66.743,113.121
2986,65.473,109.497
2987,65.77,106.62
2988,67.847,107.995
2989,78.789,119.808
2990,84.683,187.913
2991,81.171,163.531
2992,102.294,148.851
2993,129.824,183.359
2994,1347.225,826.013
2995,1642.007,1861.164
2996,948.796,1166.877
2997,610.368,811.083
2998,464.519,630.834
2999,384.651,524.648
3000,329.978,450.671
3001,290.353,393.61
3002,287.672,380.436
3003,372.251,829.69
3004,585.566,661.511
3005,393.694,521.19
3006,313.611,460.63
3007,273.32,417.67
3008,246.094,374.083
3009,222.902,333.208
3010,203.943,300.141
3011,191.115,283.083
3012,185.172,308.334
3013,174.52,287.718
3014,170.575,246.25
3015,160.564,227.374
3016,147.878,209.484
3017,138.208,195.998
3018,131.268,187.981
3019,124.002,174.131
3020,113.968,164.377
3021,105.906,153.5
3022,109.638,153.892
3023,141.901,187.618
3024,151.528,263.831
3025,144.634,257.372
3026,136.148,261.844
3027,120.146,203.245
3028,115.374,174.533
3029,142.452,160.398
3030,151.695,160.91
3031,275.417,158.855
3032,88.235,188.052
3033,80.726,170.782
3034,75.36,154.226
3035,69.666,140.359
3036,68.342,132.842
3037,73.68,130.352
3038,69.702,132.083
3039,63.251,131.031
3040,61.479,124.19
3041,62.249,116.609
3042,59.477,116.864
3043,55.618,115.934
3044,52.164,105.555
3045,48.618,94.353
3046,45.961,87.636
3047,43.644,79.508
3048,41.929,75.498
3049,38.854,74.658
3050,35.349,68.912
3051,32.436,63.315
3052,29.866,58.379
3053,29.987,58.873
3054,30.697,56.538
3055,29.529,53.581
3056,28.685,52.212
3057,32.542,53.583
3058,48.084,75.069
3059,70.747,83.401
3060,58.643,119.79
3061,53.95,94.97
3062,68.859,115.116
3063,75.594,179.164
3064,63.368,133.224
3065,57.152,101.335
3066,88.446,83.572
3067,199.167,135.864
3068,146.574,180.3
3069,104.551,131.184
3070,89.845,98.322
3071,74.533,78.407
3072,59.949,66.73
3073,51.351,61.609
3074,46.277,58.298
3075,41.939,55.772
3076,38.7,54.816
3077,34.968,51.293
3078,30.588,47.427
3079,29.432,49.485
3080,50.178,72.744
3081,352.446,327.978
3082,317.973,546.382
3083,342.644,330.913
3084,238.023,256.082
3085,162.238,207.765
3086,122.252,162.079
3087,96.843,138.724
3088,79.773,125.615
3089,71.148,117.955
3090,64.206,104.405
3091,59.029,97.779
3092,58.535,94.193
3093,59.56,93.184
3094,55.127,92.156
3095,49.65,87.646
3096,51.88,80.726
3097,59.567,79.737
3098,53.249,90.233
3099,42.425,67.808
3100,35.563,54.292
3101,29.479,46.633
3102,27.371,42.619
3103,26.266,39.517
3104,25.731,36.31
3105,23.727,34.002
3106,21.044,32.864
3107,17.802,31.272
3108,17.36,31.024
3109,16.757,28.887
3110,18.578,26.65
3111,21.551,29.742
3112,20.955,31.752
3113,19.109,37.187
3114,16.169,33.756
3115,12.499,28.981
3116,24.431,23.997
3117,24.604,19.988
3118,19.646,16.261
3119,14.84,12.64
3120,11.895,9.909
3121,10.416,9.478
3122,8.434,8.452
3123,7.071,7.465
3124,5.878,6.899
3125,4.668,5.625
3126,4.03,5.035
3127,3.6,4.851
3128,2.833,4.103
3129,2.357,3.637
3130,2.164,3.109
3131,2.013,2.437
3132,1.616,1.557
3133,1.44,1.114
3134,1.252,0.799
3135,1.123,0.612
3136,1.08,0.413
3137,1.055,0.312
3138,1.024,0.202
3139,0.986,0.215
3140,0.97,0.164
3141,0.951,0.158
3142,0.958,0.287
3143,1.687,3.145
3144,8.527,6.858
3145,111.846,26.761
3146,417.968,164.114
3147,436.125,235.506
3148,462.611,265.717
3149,409.842,236.911
3150,277.805,182.483
3151,213.967,132.993
3152,217.587,103.806
3153,172.935,87.632
3154,142.918,78.592
3155,131.948,70.519
3156,106.763,61.688
3157,88.893,51.772
3158,75.28,44.341
3159,64.768,37.716
3160,56.767,33.528
3161,51.373,30.588
3162,47.351,27.323
3163,42.244,24.629
3164,37.634,21.647
3165,33.371,19.369
3166,30.585,18.308
3167,31.461,17.727
3168,30.291,18.386
3169,29.263,19.435
3170,32.279,19.479
3171,37.452,21.884
3172,39.131,22.907
3173,40.149,22.31
3174,39.959,23.756
3175,39.826,22.683
3176,32.048,24.343
3177,27.802,26.453
3178,33.098,23.934
3179,31.234,19.798
3180,27.992,16.806
3181,25.602,12.892
3182,24.683,11.08
3183,24.726,13.001
3184,25.947,13.562
3185,24.007,10.823
3186,21.795,10.27
3187,19.244,9.47
3188,17.598,8.651
3189,24.324,11.248
3190,397.045,26.398
3191,2229.675,663.562
3192,1340.43,736.478
3193,912.524,752.41
3194,646.91,580.212
3195,488.149,415.629
3196,395.466,312.122
3197,319.419,240.862
3198,266.84,184.74
3199,229.604,157.815
3200,205.553,140.662
3201,195.279,132.334
3202,193.317,129.871
3203,289.468,193.366
3204,299.102,208.085
3205,237.715,180.663
3206,214.391,144.464
3207,195.106,123.353
3208,174.141,110.32
3209,161.101,101.579
3210,159.139,99.334
3211,206.356,122.08
3212,318.855,186.418
3213,305.667,208.816
3214,279.919,186.277
3215,261.516,166.178
3216,234.852,156.97
3217,214.819,152.298
3218,196.313,153.259
3219,177.826,146.628
3220,166.576,140.458
3221,154.501,130.146
3222,144.476,120.825
3223,136.23,113.144
3224,128.329,106.092
3225,123.558,99.38
3226,117.778,93.756
3227,110.163,88.828
3228,104.604,83.605
3229,99.824,80.015
3230,98.73,77.368
3231,94.215,75.785
3232,89.524,73.785
3233,85.397,69.932
3234,80.759,65.886
3235,76.736,62.452
3236,74.224,61.009
3237,72.354,60.356
3238,71.611,60.809
3239,117.9,123.128
3240,1364.173,1160.085
3241,2166.853,1652.451
3242,7458.963,3497.118
3243,6424.275,3232.159
3244,3187.926,2007.27
3245,2004.719,1395.163
3246,1450.619,1081.795
3247,1246.897,1084.864
3248,965.386,884.79
3249,802.994,729.412
3250,744.824,658.387
3251,849.645,792.621
3252,778.179,750.348
3253,839.618,717.265
3254,889.747,803.216
3255,868.615,755.173
3256,765.462,675.743
3257,666.456,598.827
3258,588.081,537.449
3259,519.535,484.693
3260,498.146,463.59
3261,447.369,480.296
3262,405.33,427.525
3263,378.155,390.473
3264,348.088,357.919
3265,325.402,326.155
3266,301.394,303.973
3267,282.023,280.968
3268,277.272,269.815
3269,276.695,273.081
3270,273.604,274.855
3271,290.732,279.082
3272,327.458,305.652
3273,325.025,329.62
3274,325.813,305.94
3275,316.996,295.404
3276,283.169,284.927
3277,266.192,266.103
3278,253.596,252.901
3279,242.102,243.275
3280,229.105,235.46
3281,215.198,224.284
3282,203.56,216.369
3283,197.71,212.364
3284,196.891,230.358
3285,184.723,257.968
3286,177.282,235.033
3287,175.595,217.852
3288,170.979,208.314
3289,177.674,210.401
3290,183.758,219.481
3291,181.433,220.822
3292,175.064,209.259
3293,170.601,197.734
3294,173.061,207.148
3295,166.308,232.337
3296,183.686,231.498
3297,178.824,224.962
3298,166.007,214.179
3299,159.558,202.016
3300,152.856,194.394
3301,146.632,185.893
3302,141.612,175.655
3303,180.147,196.995
3304,198.739,327.924
3305,181.581,302.01
3306,175.517,264.552
3307,181.832,253.631
3308,168.539,274.931
3309,155.753,249.035
3310,152.772,230.357
3311,149.705,218.634
3312,142.035,211.902
3313,134.922,210.876
3314,129.543,196.715
3315,125.391,185.164
3316,120.644,176.184
3317,117.553,169.137
3318,115.178,161.744
3319,111.378,154.727
3320,108.431,150.248
3321,105.784,145.026
3322,105.094,140.729
3323,111.365,139.332
3324,108.692,144.456
3325,102.891,137.859
3326,100.007,129.612
3327,99.445,122.975
3328,93.765,117.081
3329,89.738,114.37
3330,86.424,112.349
3331,84.307,106.945
3332,81.253,103.019
3333,80.521,103.162
3334,82.748,109.814
3335,82.165,123.767
3336,96.023,116.009
3337,98.129,147.84
3338,88.163,136.892
3339,89.009,113.045
3340,93.39,104.091
3341,97.946,103.461
3342,94.934,127.523
3343,85.667,135.701
3344,84.328,115.47
3345,93.017,107.431
3346,91.536,105.289
3347,89.484,108.223
3348,82.28,115.641
3349,79.845,107.109
3350,91.689,100.904
3351,92.344,110.655
3352,81.057,125.017
3353,74.796,109.301
3354,72.029,100.34
3355,68.11,90.721
3356,64.405,83.159
3357,60.869,77.028
3358,58.671,72.518
3359,57.308,70.276
3360,54.353,69.019
3361,53.22,68.655
3362,50.883,70.339
3363,50.62,69.755
3364,52.281,69.502
3365,67.924,89.56
3366,75.392,200.84
3367,66.801,184.664
3368,71.272,137.069
3369,79.675,115.693
3370,74.647,107.639
3371,63.941,118.014
3372,57.149,112.374
3373,51.654,97.039
3374,47.818,86.901
3375,49.565,85.98
3376,56.929,87.105
3377,83.24,118.79
3378,101.294,135.837
3379,91.95,121.579
3380,86.715,111.367
3381,79.04,104.564
3382,70.855,109.556
3383,65.075,99.046
3384,64.467,91.478
3385,62.052,86.135
3386,57.1,84.141
3387,55.496,84.008
3388,56.276,89.114
3389,54.837,101.256
3390,51.488,96.066
3391,49.141,81.615
3392,47.848,71.301
3393,45.285,64.761
3394,42.211,59.996
3395,39.483,54.792
3396,36.191,50.227
3397,36.401,50.16
3398,42.47,55.42
3399,83.072,64.878
3400,139.68,129.05
3401,125.919,118.166
3402,95.166,98.793
3403,84.127,89.484
3404,78.046,85.268
3405,68.024,73.251
3406,61.275,62.622
3407,54.768,55.523
3408,49.091,50.572
3409,50.111,48.054
3410,53.771,52.253
3411,68.556,51.433
3412,63.745,52.181
3413,54.11,50.502
3414,47.528,45.313
3415,42.287,39.144
3416,38.86,34.961
3417,37.504,32.265
3418,35.511,28.756
3419,33.58,26.219
3420,29.137,25.24
3421,24.759,24.33
3422,23.067,21.33
3423,21.218,19.289
3424,20.091,18.235
3425,17.953,14.303
3426,15.403,12.083
3427,16.729,12.124
3428,17.842,11.589
3429,20.005,11.342
3430,20.072,11.43
3431,14.951,12.162
3432,12.234,14.276
3433,11.858,13.576
3434,13.162,23.878
3435,14.223,23.411
3436,24.396,16.91
3437,16.317,11.376
3438,11.016,10.196
3439,8.938,10.867
3440,7.307,9.53
3441,5.615,6.976
3442,4.358,5.498
3443,3.624,4.343
3444,2.885,3.054
3445,2.354,1.987
3446,1.881,1.24
3447,1.561,0.888
3448,1.711,0.725
3449,1.494,0.486
3450,1.254,0.373
3451,1.171,0.359
3452,1.329,0.275
3453,1.727,0.203
3454,1.887,0.26
3455,2.275,0.205
3456,3.839,0.157
3457,3.142,0.128
3458,3.29,0.269
3459,8.379,0.493
3460,18.16,0.406
3461,86.241,32.116
3462,175.506,154.051
3463,86.377,161.632
3464,55.898,97.414
3465,44.528,62.027
3466,40.288,48.713
3467,45.666,44.955
3468,55.33,44.243
3469,52.663,52.482
3470,48.819,49.31
3471,41.232,41.57
3472,37.992,37.513
3473,31.088,30.742
3474,26.129,25.492
3475,22.127,20.255
3476,18.758,16.025
3477,14.109,12.763
3478,13.426,19.049
3479,10.338,27.12
3480,10.699,32.17
3481,21.866,45.338
3482,30.345,48.8
3483,29.999,36.663
3484,21.867,25.883
3485,14.511,23.075
3486,9.949,17.967
3487,7.124,12.205
3488,5.593,9.002
3489,4.845,7.596
3490,3.681,6.131
3491,5.978,7.009
3492,11.786,22.551
3493,16.724,28.568
3494,68.649,30.154
3495,50.101,23.822
3496,34.614,20.545
3497,27.233,16.882
3498,36.656,26.103
3499,690.863,634.382
3500,1879.931,1316.468
3501,7344.815,5161.151
3502,6046.894,2901.205
3503,7589.409,4091.089
3504,3834.212,2424.022
3505,2309.91,1324.862
3506,1417.448,891.141
3507,1045.833,1087.176
3508,940.272,800.465
3509,1147.794,1148.904
3510,1177.574,2176.16
3511,902.143,1561.305
3512,724.532,1017.485
3513,579.359,704.747
3514,486.668,537.234
3515,422.445,440.592
3516,366.486,364.555
3517,317.082,302.666
3518,275.851,254.809
3519,251.306,224.994
3520,234.033,201.373
3521,210.046,180.586
3522,192.866,162.393
3523,175.867,152.478
3524,168.796,169.272
3525,193.502,165.447
3526,198.217,177.307
3527,168.684,163.142
3528,164.604,143.412
3529,197.645,155.324
3530,190.079,162.183
3531,250.848,214.854
3532,218.817,218.484
3533,186.909,190.947
3534,180.297,170.789
3535,170.468,154.914
3536,159.564,140.181
3537,154.129,132.488
3538,150.731,125.828
3539,142.674,118.918
3540,131.866,109.774
3541,121.795,98.907
3542,114.058,89.387
3543,105.637,80.859
3544,103.163,74.194
3545,96.986,68.171
3546,91.213,63.895
3547,85.32,59.384
3548,80.614,55.183
3549,78.459,53.037
3550,73.993,51.203
3551,71.336,52.455
3552,92.62,103.795
3553,207.218,227.208
3554,401.312,621.796
3555,377.34,569.231
3556,271.469,389.156
3557,234.547,292.096
3558,218.85,241.376
3559,195.584,211.213
3560,175.544,192.843
3561,177.867,189.526
3562,192.61,194.924
3563,177.738,203.417
3564,161.488,182.426
3565,149.687,161.596
3566,138.45,148.101
3567,130.026,140.319
3568,122.775,133.472
3569,114.729,126.133
3570,108.4,119.643
3571,102.978,115.046
3572,98.818,111.919
3573,95.19,104.966
3574,92.016,100.494
3575,88.837,98.18
3576,85.489,93.78
3577,81.664,90.36
3578,78.31,85.905
3579,80.911,88.568
3580,83.45,97.805
3581,78.709,113.857
3582,73.604,110.055
3583,67.842,91.617
3584,65.404,86.055
3585,64.246,83.133
3586,65.325,79.945
3587,63.628,76.318
3588,63.677,73.571
3589,64.434,73.051
3590,69.526,73.336
3591,65.919,79.828
3592,62.22,87.732
3593,59.318,72.738
3594,57.061,66.542
3595,57.32,63.895
3596,53.477,60.082
3597,51.979,55.99
3598,50.278,53.173
3599,49.894,51.824
3600,49.773,51.351
3601,49.96,51.086
3602,50.744,50.917
3603,50.595,51.715
3604,50.392,50.375
3605,50.505,49.649
3606,52.019,53.15
3607,50.629,49.414
3608,50.394,47.82
3609,57.221,50.696
3610,78.591,66.539
3611,263.606,155.452
3612,231.339,277.526
3613,178.037,198.217
3614,177.882,164.936
3615,175.95,170.783
3616,161.122,181.09
3617,157.244,206.778
3618,144.947,191.206
3619,556.171,259.717
3620,639.098,502.02
3621,440.853,443.841
3622,356.157,355.492
3623,300.624,300.559
3624,255.274,262.859
3625,223.871,237.154
3626,200.385,228.017
3627,184.677,213.517
3628,170.834,194.551
3629,160.876,178.967
3630,152.305,167.885
3631,144.928,159.832
3632,138.819,150.968
3633,135.059,150.069
3634,129.287,170.07
3635,119.777,160.988
3636,115.646,146.194
3637,111.697,140.066
3638,118.097,139.986
3639,146.51,163.832
3640,153.244,183.636
3641,138.465,170.237
3642,139.72,171.021
3643,135.099,185.095
3644,132.718,171.769
3645,129.409,162.24
3646,126.568,156.122
3647,121.579,151.784
3648,117.875,148.07
3649,113.318,146.131
3650,110.075,146.26
3651,114.126,142.092
3652,124.154,141.239
3653,115.982,151.452
3654,110.057,142.107
3655,110.284,137.051
3656,109.895,135.089
3657,110.407,131.825
3658,108.45,130.385
3659,131.989,138.498
3660,229.772,349.304
3661,246.004,586.704
3662,254.726,491.902
3663,248.279,405.632
3664,212.913,354.351
3665,190.52,317.55
3666,174.124,287.246
3667,161.493,260.315
3668,152.271,239.569
3669,145.484,224.972
3670,142.154,222.99
3671,147.3,207.454
3672,162.095,202.179
3673,161.889,197.703
3674,244.115,241.108
3675,294.462,302.773
3676,299.999,316.545
3677,322.386,313.551
3678,344.958,359.14
3679,356.61,470.786
3680,339.493,674.122
3681,317.499,581.836
3682,292.017,507.611
3683,270.078,453.293
3684,251.678,403.881
3685,236.492,367.468
3686,263.459,367.471
3687,439.071,699.714
3688,530.302,955.137
3689,713.194,1596.528
3690,623.713,1223.366
3691,521.191,934.098
3692,454.676,801.009
3693,405.942,731.12
3694,369.077,630.915
3695,837.544,1207.096
3696,1394.915,1694.125
3697,890.085,1213.2
3698,689.032,984.206
3699,581.794,825.213
3700,523.908,718.628
3701,465.743,655.833
3702,425.231,586.487
3703,410.863,602.251
3704,408.905,724.367
3705,392.766,614.152
3706,346.106,527.237
3707,316.441,485.31
3708,293.274,451.735
3709,279.682,423.414
3710,277.002,412.006
3711,341.24,426.988
3712,500.912,645.257
3713,517.776,842.123
3714,484.377,657.973
3715,409.295,584.771
3716,366.307,524.155
3717,352.899,490.602
3718,339.174,504.657
3719,319.711,470.813
3720,300.534,398.974
3721,287.468,377.572
3722,308.565,400.652
3723,286.838,456.318
3724,279.76,364.463
3725,259.622,327.176
3726,235.198,304.627
3727,220.725,288.775
3728,209.285,271.68
3729,201.697,255.326
3730,194.894,242.212
3731,185.478,232.174
3732,175.357,219.5
3733,165.635,205.455
3734,159.055,194.394
3735,151.464,184.659
3736,142.173,177.858
3737,135.526,168.503
3738,130.944,160.796
3739,132.326,162.991
3740,220.484,236.979
3741,605.738,712.157
3742,713.188,713.979
3743,562.951,507.167
3744,459.85,392.093
3745,381.159,325.549
3746,331.997,282.134
3747,303.068,257.326
3748,290.011,246.531
3749,286.966,248.319
3750,260.402,237.198
3751,243.211,219.065
3752,234.514,213.135
3753,352.08,258.52
3754,354.154,505.376
3755,327.56,399.275
3756,322.253,321.013
3757,286.117,282.148
3758,257.403,256.095
3759,241.82,236.486
3760,227.371,227.328
3761,254.509,252.054
3762,260.86,301.636
3763,245.291,258.928
3764,227.266,231.356
3765,229.33,213.838
3766,220.665,206.429
3767,208.004,198.599
3768,190.341,184.351
3769,199.106,220.998
3770,1056.604,1624.75
3771,815.371,1732.535
3772,720.46,1141.988
3773,879.549,1397.37
3774,795.48,1222.027
3775,821.664,1059.295
3776,696.17,867.466
3777,597.786,702.532
3778,525.445,597.498
3779,484.597,511.567
3780,612.981,463.486
3781,482.437,404.764
3782,410.748,362.37
3783,400.302,370.022
3784,525.106,472.279
3785,545.766,427.893
3786,486.628,336.228
3787,379.731,308.54
3788,336.826,285.319
3789,295.022,268.365
3790,262.559,240.094
3791,241.329,219.508
3792,221.469,200.465
3793,204.467,187.158
3794,201.531,180.456
3795,262.3,188.62
3796,204.08,197.584
3797,241.744,233.85
3798,652.025,956.03
3799,4979.594,6086.279
3800,7220.463,7100.061
3801,4219.616,3396.088
3802,6439.544,3729.583
3803,7550.545,3964.2
3804,6342.808,3047.014
3805,4263.479,2303.291
3806,3042.826,1731.322
3807,2392.222,1481.965
3808,2038.682,1777.854
3809,1707.461,1390.512
3810,1473.259,1090.006
3811,1144.309,872.444
3812,906.319,728.997
3813,760.704,642.356
3814,678.089,591.614
3815,653.923,729.788
3816,591.86,596.801
3817,580.248,565.318
3818,613.405,637.41
3819,585.808,660.932
3820,520.599,537.818
3821,449.252,461.768
3822,399.88,400.645
3823,368.459,371.37
3824,409.52,409.324
3825,609.477,1016.237
3826,662.628,1082.528
3827,618.032,745.038
3828,505.026,583.178
3829,423.172,492.46
3830,359.614,424.862
3831,313.129,613.926
3832,299.313,535.316
3833,335.578,642.709
3834,314.322,566.551
3835,496.495,472.999
3836,1662.795,435.181
3837,938.889,453.713
3838,630.744,448.659
3839,622.066,664.077
3840,911.591,1103.982
3841,1737.314,1613.587
3842,1629.193,1390.92
3843,1337.946,1158.051
3844,1073.756,922.308
3845,891.159,758.616
3846,731.759,630.109
3847,604.458,540.769
3848,535.05,462.177
3849,582.459,456.045
3850,522.132,423.924
3851,430.408,358.364
3852,385.386,312.42
3853,354.398,290.664
3854,336.667,266.614
3855,327.101,244.367
3856,308.914,224.466
3857,277.416,200.335
3858,250.055,184.361
3859,229.714,172.956
3860,205.108,161.49
3861,185.76,149.584
3862,171.064,135.715
3863,168.064,137.199
3864,168.096,187.897
3865,149.181,208.549
3866,134.665,149.178
3867,129.576,122.803
3868,131.239,116.434
3869,123.214,122.09
3870,113.358,115.318
3871,106.298,104.299
3872,114.8,116.333
3873,223.362,156.34
